kick_distance,roof,surface,half_seconds_remaining,score_differential,wind_speed_mph,wind_dir,humidity_pct,weather_type,temp_f,fg_made
31.0,outdoors,astroturf,900.0,-21.0,3.0,,,unknown,75.0,1
25.0,outdoors,astroturf,401.0,-18.0,3.0,,,unknown,75.0,1
25.0,outdoors,astroturf,4.0,15.0,3.0,,,unknown,75.0,1
32.0,outdoors,astroturf,900.0,-12.0,3.0,,,unknown,75.0,1
31.0,outdoors,astroturf,4.0,-2.0,3.0,,,unknown,75.0,1
36.0,dome,astroturf,900.0,-7.0,,,,unknown,,1
29.0,dome,astroturf,21.0,-11.0,,,,unknown,,1
45.0,dome,astroturf,1800.0,8.0,,,,unknown,,0
35.0,dome,astroturf,900.0,7.0,,,,unknown,,1
46.0,dome,astroturf,900.0,7.0,,,,unknown,,1
52.0,dome,astroturf,104.0,-3.0,,,,unknown,,1
21.0,dome,astroturf,1388.0,0.0,,,,unknown,,1
53.0,dome,astroturf,422.0,-9.0,,,,unknown,,0
50.0,outdoors,grass,847.0,9.0,10.0,,,unknown,84.0,1
33.0,outdoors,grass,900.0,3.0,10.0,,,unknown,84.0,1
38.0,outdoors,grass,566.0,6.0,10.0,,,unknown,84.0,1
33.0,outdoors,grass,12.0,-2.0,10.0,,,unknown,84.0,1
25.0,outdoors,grass,1258.0,-7.0,0.0,,,unknown,71.0,1
42.0,outdoors,grass,351.0,-4.0,0.0,,,unknown,71.0,1
51.0,dome,astroturf,1702.0,0.0,,,,unknown,,1
32.0,dome,astroturf,1361.0,-3.0,,,,unknown,,0
49.0,dome,astroturf,431.0,5.0,,,,unknown,,1
27.0,outdoors,grass,1800.0,0.0,12.0,,,unknown,80.0,1
21.0,outdoors,grass,900.0,4.0,12.0,,,unknown,80.0,1
24.0,outdoors,grass,341.0,7.0,12.0,,,unknown,80.0,1
38.0,outdoors,grass,1201.0,-10.0,12.0,,,unknown,80.0,0
44.0,outdoors,grass,900.0,7.0,5.0,,,unknown,60.0,0
37.0,outdoors,grass,7.0,7.0,5.0,,,unknown,60.0,1
41.0,outdoors,grass,367.0,-17.0,5.0,,,unknown,60.0,0
26.0,dome,astroturf,1253.0,0.0,,,,unknown,,0
36.0,dome,astroturf,691.0,7.0,,,,unknown,,1
35.0,dome,astroturf,419.0,-10.0,,,,unknown,,0
30.0,dome,astroturf,437.0,3.0,,,,unknown,,0
39.0,dome,astroturf,238.0,-3.0,,,,unknown,,0
33.0,outdoors,astroturf,1800.0,0.0,5.0,,,unknown,73.0,1
21.0,outdoors,astroturf,1471.0,8.0,5.0,,,unknown,73.0,1
23.0,outdoors,astroturf,7.0,-1.0,5.0,,,unknown,73.0,1
23.0,outdoors,grass,900.0,-7.0,8.0,,,unknown,88.0,1
36.0,outdoors,grass,1111.0,-4.0,8.0,,,unknown,88.0,1
36.0,outdoors,grass,826.0,1.0,8.0,,,unknown,88.0,1
47.0,outdoors,grass,1683.0,0.0,10.0,,,unknown,67.0,0
41.0,outdoors,grass,1084.0,-7.0,10.0,,,unknown,67.0,1
48.0,outdoors,grass,4.0,3.0,10.0,,,unknown,67.0,0
19.0,outdoors,grass,900.0,7.0,12.0,,,unknown,78.0,1
28.0,outdoors,grass,6.0,17.0,12.0,,,unknown,78.0,1
19.0,outdoors,grass,900.0,26.0,12.0,,,unknown,78.0,1
42.0,outdoors,grass,1511.0,0.0,8.0,,,unknown,76.0,1
41.0,outdoors,grass,1358.0,-3.0,8.0,,,unknown,76.0,1
32.0,outdoors,grass,113.0,0.0,8.0,,,unknown,76.0,1
50.0,outdoors,grass,1727.0,3.0,8.0,,,unknown,76.0,1
42.0,outdoors,grass,900.0,21.0,8.0,,,unknown,76.0,1
39.0,outdoors,grass,1574.0,0.0,13.0,,,unknown,82.0,1
51.0,outdoors,grass,900.0,3.0,13.0,,,unknown,82.0,1
36.0,outdoors,grass,849.0,-6.0,13.0,,,unknown,82.0,1
44.0,outdoors,grass,403.0,-3.0,13.0,,,unknown,82.0,1
38.0,outdoors,grass,1536.0,0.0,13.0,,,unknown,82.0,1
48.0,outdoors,grass,1452.0,-3.0,13.0,,,unknown,82.0,1
44.0,outdoors,grass,1189.0,0.0,13.0,,,unknown,82.0,1
32.0,outdoors,grass,900.0,-3.0,13.0,,,unknown,82.0,0
42.0,outdoors,grass,79.0,3.0,13.0,,,unknown,82.0,0
23.0,outdoors,astroturf,1571.0,0.0,16.0,,,unknown,86.0,1
49.0,outdoors,astroturf,1337.0,-3.0,16.0,,,unknown,86.0,0
47.0,outdoors,astroturf,1210.0,17.0,16.0,,,unknown,86.0,0
41.0,outdoors,grass,529.0,-9.0,10.0,,,unknown,86.0,1
35.0,outdoors,grass,1678.0,13.0,10.0,,,unknown,86.0,1
44.0,outdoors,grass,184.0,17.0,10.0,,,unknown,86.0,0
50.0,outdoors,grass,900.0,0.0,8.0,,,unknown,69.0,1
19.0,outdoors,grass,487.0,-3.0,8.0,,,unknown,69.0,1
42.0,outdoors,grass,15.0,0.0,8.0,,,unknown,69.0,1
44.0,outdoors,grass,1403.0,10.0,8.0,,,unknown,69.0,1
27.0,outdoors,grass,137.0,13.0,8.0,,,unknown,69.0,1
45.0,dome,astroturf,1562.0,0.0,,,,unknown,,1
24.0,dome,astroturf,21.0,-11.0,,,,unknown,,1
48.0,dome,astroturf,477.0,5.0,,,,unknown,,1
26.0,outdoors,grass,90.0,0.0,10.0,,,unknown,68.0,1
36.0,outdoors,grass,1636.0,0.0,3.0,,,unknown,74.0,1
40.0,outdoors,grass,900.0,3.0,3.0,,,unknown,74.0,1
31.0,outdoors,grass,683.0,-2.0,3.0,,,unknown,74.0,1
49.0,outdoors,grass,278.0,1.0,3.0,,,unknown,74.0,0
44.0,outdoors,astroturf,1199.0,0.0,5.0,,,unknown,68.0,0
45.0,outdoors,astroturf,900.0,0.0,5.0,,,unknown,68.0,0
31.0,outdoors,astroturf,1453.0,-14.0,5.0,,,unknown,68.0,1
35.0,outdoors,astroturf,130.0,11.0,5.0,,,unknown,68.0,1
50.0,dome,astroturf,1800.0,0.0,,,,unknown,,0
36.0,dome,astroturf,900.0,-7.0,,,,unknown,,1
36.0,dome,astroturf,694.0,4.0,,,,unknown,,1
42.0,dome,astroturf,212.0,7.0,,,,unknown,,0
37.0,dome,astroturf,41.0,-7.0,,,,unknown,,1
42.0,dome,astroturf,1417.0,3.0,,,,unknown,,1
45.0,outdoors,grass,86.0,-7.0,7.0,,,unknown,74.0,1
32.0,outdoors,grass,1333.0,4.0,7.0,,,unknown,74.0,1
28.0,outdoors,grass,746.0,-7.0,7.0,,,unknown,74.0,1
28.0,outdoors,grass,163.0,4.0,7.0,,,unknown,74.0,1
36.0,outdoors,grass,5.0,0.0,7.0,,,unknown,74.0,1
27.0,outdoors,astroturf,1542.0,-7.0,5.0,,,unknown,79.0,1
23.0,outdoors,astroturf,1341.0,-4.0,5.0,,,unknown,79.0,1
21.0,outdoors,astroturf,1475.0,21.0,5.0,,,unknown,79.0,1
42.0,outdoors,astroturf,900.0,24.0,5.0,,,unknown,79.0,1
50.0,outdoors,grass,1362.0,0.0,15.0,,,unknown,76.0,0
29.0,outdoors,grass,504.0,7.0,15.0,,,unknown,76.0,1
43.0,outdoors,grass,1194.0,10.0,15.0,,,unknown,76.0,1
48.0,outdoors,grass,13.0,-1.0,15.0,,,unknown,76.0,0
39.0,outdoors,astroturf,1348.0,-7.0,3.0,,,unknown,69.0,1
51.0,outdoors,astroturf,538.0,2.0,3.0,,,unknown,69.0,1
24.0,outdoors,astroturf,472.0,5.0,3.0,,,unknown,69.0,1
26.0,outdoors,astroturf,19.0,-8.0,3.0,,,unknown,69.0,0
50.0,outdoors,astroturf,791.0,-14.0,3.0,,,unknown,69.0,0
48.0,outdoors,astroturf,1738.0,19.0,3.0,,,unknown,70.0,1
48.0,outdoors,grass,1800.0,0.0,5.0,,,unknown,77.0,0
52.0,outdoors,grass,116.0,0.0,5.0,,,unknown,77.0,1
46.0,outdoors,grass,1161.0,3.0,5.0,,,unknown,77.0,0
47.0,outdoors,grass,900.0,-3.0,5.0,,,unknown,77.0,1
48.0,outdoors,grass,1800.0,0.0,6.0,,,unknown,70.0,0
48.0,outdoors,grass,1347.0,7.0,6.0,,,unknown,70.0,1
38.0,outdoors,grass,68.0,-10.0,6.0,,,unknown,70.0,0
21.0,outdoors,grass,8.0,10.0,6.0,,,unknown,70.0,1
31.0,outdoors,grass,1711.0,-13.0,6.0,,,unknown,70.0,0
40.0,outdoors,grass,1343.0,-13.0,6.0,,,unknown,70.0,1
44.0,outdoors,grass,1305.0,0.0,8.0,,,unknown,72.0,1
49.0,outdoors,grass,1783.0,-10.0,8.0,,,unknown,72.0,1
38.0,outdoors,grass,900.0,0.0,8.0,,,unknown,82.0,1
35.0,outdoors,grass,7.0,3.0,8.0,,,unknown,82.0,1
44.0,outdoors,grass,900.0,-6.0,8.0,,,unknown,82.0,1
51.0,outdoors,grass,9.0,7.0,10.0,,,unknown,74.0,1
36.0,outdoors,grass,1800.0,0.0,8.0,,,unknown,71.0,0
35.0,outdoors,grass,1612.0,0.0,8.0,,,unknown,71.0,1
55.0,outdoors,grass,8.0,-6.0,8.0,,,unknown,71.0,0
50.0,outdoors,grass,1800.0,6.0,8.0,,,unknown,71.0,1
42.0,outdoors,grass,1406.0,-9.0,8.0,,,unknown,71.0,1
28.0,outdoors,grass,900.0,-7.0,20.0,,,unknown,82.0,1
34.0,outdoors,grass,54.0,-3.0,20.0,,,unknown,82.0,1
22.0,outdoors,grass,1800.0,0.0,20.0,,,unknown,82.0,1
35.0,outdoors,grass,1448.0,-3.0,20.0,,,unknown,82.0,1
34.0,outdoors,grass,612.0,0.0,20.0,,,unknown,82.0,1
38.0,outdoors,grass,1723.0,0.0,5.0,,,unknown,62.0,1
19.0,outdoors,grass,1310.0,3.0,5.0,,,unknown,62.0,1
41.0,outdoors,grass,900.0,-6.0,5.0,,,unknown,62.0,0
41.0,outdoors,grass,197.0,6.0,5.0,,,unknown,62.0,1
24.0,outdoors,astroturf,1654.0,0.0,5.0,,,unknown,74.0,1
29.0,outdoors,astroturf,1354.0,3.0,5.0,,,unknown,74.0,1
19.0,outdoors,astroturf,1114.0,6.0,5.0,,,unknown,74.0,1
50.0,outdoors,astroturf,70.0,-16.0,5.0,,,unknown,74.0,0
36.0,outdoors,astroturf,3.0,16.0,5.0,,,unknown,74.0,1
49.0,outdoors,astroturf,902.0,26.0,5.0,,,unknown,74.0,0
45.0,outdoors,astroturf,1318.0,14.0,8.0,,,unknown,61.0,1
51.0,outdoors,astroturf,724.0,17.0,8.0,,,unknown,61.0,1
41.0,outdoors,astroturf,488.0,20.0,8.0,,,unknown,61.0,1
26.0,outdoors,astroturf,7.0,23.0,8.0,,,unknown,61.0,1
30.0,outdoors,astroturf,1300.0,26.0,8.0,,,unknown,61.0,0
33.0,outdoors,astroturf,769.0,-26.0,8.0,,,unknown,61.0,1
38.0,outdoors,astroturf,547.0,23.0,8.0,,,unknown,61.0,1
33.0,outdoors,grass,763.0,14.0,4.0,,,unknown,97.0,1
43.0,outdoors,grass,1123.0,-10.0,4.0,,,unknown,97.0,1
42.0,outdoors,grass,1349.0,0.0,9.0,,,unknown,75.0,1
44.0,outdoors,grass,736.0,-10.0,9.0,,,unknown,75.0,1
48.0,outdoors,grass,584.0,-7.0,9.0,,,unknown,75.0,1
26.0,outdoors,astroturf,679.0,-7.0,5.0,,,unknown,67.0,1
50.0,outdoors,astroturf,1596.0,3.0,5.0,,,unknown,67.0,1
37.0,outdoors,astroturf,781.0,1.0,5.0,,,unknown,67.0,1
34.0,outdoors,astroturf,118.0,-10.0,5.0,,,unknown,67.0,1
24.0,outdoors,astroturf,135.0,28.0,14.0,,,unknown,67.0,0
33.0,dome,astroturf,1534.0,0.0,,,,unknown,,0
38.0,dome,astroturf,820.0,0.0,,,,unknown,,0
38.0,dome,astroturf,543.0,0.0,,,,unknown,,1
41.0,dome,astroturf,83.0,-3.0,,,,unknown,,1
35.0,dome,astroturf,18.0,0.0,,,,unknown,,1
26.0,dome,astroturf,618.0,-3.0,,,,unknown,,1
26.0,outdoors,grass,1738.0,0.0,0.0,,,unknown,79.0,1
30.0,outdoors,grass,1391.0,-3.0,0.0,,,unknown,79.0,1
44.0,outdoors,grass,1066.0,0.0,0.0,,,unknown,79.0,1
52.0,outdoors,grass,900.0,-3.0,0.0,,,unknown,79.0,1
26.0,outdoors,grass,3.0,-7.0,0.0,,,unknown,79.0,1
26.0,outdoors,grass,900.0,-4.0,0.0,,,unknown,79.0,1
31.0,outdoors,grass,503.0,8.0,0.0,,,unknown,79.0,1
43.0,outdoors,grass,623.0,14.0,0.0,,,unknown,78.0,1
52.0,outdoors,grass,1521.0,-11.0,0.0,,,unknown,78.0,0
43.0,outdoors,grass,1090.0,-11.0,0.0,,,unknown,78.0,1
42.0,outdoors,grass,900.0,-8.0,0.0,,,unknown,78.0,1
31.0,outdoors,grass,10.0,-1.0,0.0,,,unknown,78.0,1
48.0,outdoors,astroturf,10.0,-7.0,0.0,,,unknown,62.0,1
27.0,outdoors,astroturf,1470.0,4.0,0.0,,,unknown,62.0,1
41.0,outdoors,astroturf,590.0,7.0,0.0,,,unknown,62.0,1
47.0,outdoors,grass,900.0,14.0,7.0,,,unknown,76.0,0
38.0,outdoors,grass,1433.0,0.0,15.0,,,unknown,59.0,0
22.0,outdoors,grass,900.0,-7.0,15.0,,,unknown,59.0,1
21.0,outdoors,grass,30.0,-4.0,15.0,,,unknown,59.0,1
42.0,outdoors,grass,1453.0,6.0,15.0,,,unknown,59.0,0
30.0,outdoors,grass,1241.0,7.0,8.0,,,unknown,49.0,1
32.0,outdoors,grass,848.0,-10.0,8.0,,,unknown,49.0,0
26.0,outdoors,grass,1668.0,0.0,7.0,,,unknown,54.0,1
43.0,outdoors,grass,1012.0,-3.0,7.0,,,unknown,54.0,0
51.0,outdoors,grass,23.0,3.0,7.0,,,unknown,54.0,1
28.0,dome,astroturf,1178.0,-7.0,,,,unknown,,1
29.0,dome,astroturf,1101.0,-5.0,,,,unknown,,1
45.0,dome,astroturf,850.0,-2.0,,,,unknown,,1
61.0,dome,astroturf,4.0,-1.0,,,,unknown,,0
35.0,outdoors,astroturf,10.0,-2.0,5.0,,,unknown,70.0,1
25.0,outdoors,astroturf,1800.0,1.0,5.0,,,unknown,70.0,1
26.0,outdoors,astroturf,1182.0,-4.0,5.0,,,unknown,70.0,1
32.0,outdoors,astroturf,900.0,-1.0,5.0,,,unknown,70.0,1
23.0,outdoors,astroturf,757.0,-2.0,5.0,,,unknown,70.0,1
36.0,outdoors,astroturf,1734.0,0.0,0.0,,,unknown,62.0,1
33.0,outdoors,astroturf,35.0,-18.0,0.0,,,unknown,62.0,0
19.0,outdoors,astroturf,900.0,32.0,0.0,,,unknown,62.0,1
37.0,dome,astroturf,900.0,14.0,,,,unknown,,0
21.0,outdoors,grass,1170.0,0.0,5.0,,,unknown,64.0,1
22.0,outdoors,grass,1148.0,-4.0,5.0,,,unknown,64.0,1
39.0,outdoors,grass,900.0,1.0,5.0,,,unknown,64.0,1
28.0,outdoors,grass,415.0,-11.0,5.0,,,unknown,64.0,1
28.0,dome,astroturf,900.0,-7.0,,,,unknown,,0
42.0,dome,astroturf,792.0,-7.0,,,,unknown,,1
49.0,dome,astroturf,497.0,3.0,,,,unknown,,0
36.0,dome,astroturf,900.0,-3.0,,,,unknown,,1
44.0,dome,astroturf,754.0,0.0,,,,unknown,,1
44.0,outdoors,grass,1395.0,0.0,9.0,,,unknown,75.0,1
46.0,outdoors,grass,827.0,-4.0,9.0,,,unknown,75.0,1
50.0,outdoors,grass,1665.0,-1.0,9.0,,,unknown,75.0,1
26.0,dome,astroturf,1216.0,-7.0,,,,unknown,,1
40.0,dome,astroturf,900.0,-4.0,,,,unknown,,1
49.0,dome,astroturf,892.0,1.0,,,,unknown,,0
23.0,dome,astroturf,468.0,-1.0,,,,unknown,,1
48.0,dome,astroturf,380.0,-2.0,,,,unknown,,0
26.0,dome,astroturf,4.0,-5.0,,,,unknown,,1
34.0,dome,astroturf,1367.0,-9.0,,,,unknown,,1
41.0,dome,astroturf,900.0,6.0,,,,unknown,,1
37.0,dome,astroturf,461.0,9.0,,,,unknown,,0
27.0,outdoors,grass,1624.0,0.0,8.0,,,unknown,65.0,1
26.0,outdoors,grass,1402.0,3.0,8.0,,,unknown,65.0,1
33.0,outdoors,grass,900.0,2.0,8.0,,,unknown,65.0,1
42.0,outdoors,astroturf,1455.0,0.0,18.0,,,unknown,65.0,1
48.0,outdoors,astroturf,820.0,-10.0,18.0,,,unknown,65.0,1
50.0,outdoors,astroturf,708.0,7.0,18.0,,,unknown,65.0,0
31.0,outdoors,astroturf,466.0,-7.0,18.0,,,unknown,65.0,1
48.0,outdoors,grass,1438.0,0.0,8.0,,,unknown,79.0,1
47.0,outdoors,grass,421.0,3.0,8.0,,,unknown,79.0,1
53.0,outdoors,grass,62.0,-6.0,8.0,,,unknown,79.0,0
47.0,outdoors,grass,1355.0,-6.0,8.0,,,unknown,79.0,1
19.0,outdoors,grass,900.0,-3.0,8.0,,,unknown,79.0,1
26.0,outdoors,grass,742.0,0.0,8.0,,,unknown,79.0,1
32.0,outdoors,astroturf,546.0,7.0,10.0,,,unknown,61.0,1
33.0,outdoors,astroturf,120.0,-10.0,10.0,,,unknown,61.0,1
44.0,outdoors,astroturf,1719.0,7.0,10.0,,,unknown,61.0,1
42.0,outdoors,astroturf,900.0,-10.0,10.0,,,unknown,61.0,1
21.0,outdoors,astroturf,114.0,7.0,10.0,,,unknown,61.0,1
41.0,dome,astroturf,1800.0,0.0,,,,unknown,,1
37.0,dome,astroturf,1016.0,-3.0,,,,unknown,,1
27.0,dome,astroturf,811.0,0.0,,,,unknown,,1
21.0,dome,astroturf,27.0,-4.0,,,,unknown,,1
43.0,dome,astroturf,494.0,-9.0,,,,unknown,,1
22.0,outdoors,grass,1389.0,0.0,3.0,,,unknown,73.0,1
48.0,outdoors,grass,1193.0,-3.0,3.0,,,unknown,73.0,0
41.0,outdoors,grass,1183.0,3.0,3.0,,,unknown,73.0,1
23.0,outdoors,grass,777.0,6.0,3.0,,,unknown,73.0,1
32.0,outdoors,grass,9.0,-2.0,3.0,,,unknown,73.0,0
53.0,outdoors,grass,653.0,7.0,5.0,,,unknown,95.0,0
42.0,outdoors,grass,479.0,-7.0,5.0,,,unknown,95.0,0
34.0,outdoors,grass,1567.0,14.0,5.0,,,unknown,95.0,0
31.0,outdoors,grass,879.0,-14.0,5.0,,,unknown,95.0,1
29.0,outdoors,astroturf,701.0,7.0,10.0,,,unknown,65.0,1
36.0,outdoors,astroturf,10.0,3.0,10.0,,,unknown,65.0,0
33.0,dome,astroturf,900.0,-7.0,,,,unknown,,1
23.0,dome,astroturf,461.0,4.0,,,,unknown,,1
24.0,dome,astroturf,1498.0,0.0,,,,unknown,,1
47.0,dome,astroturf,832.0,3.0,,,,unknown,,0
42.0,dome,astroturf,1166.0,-14.0,,,,unknown,,1
43.0,dome,astroturf,1343.0,-11.0,,,,unknown,,1
42.0,outdoors,grass,1533.0,7.0,8.0,,,unknown,58.0,1
41.0,outdoors,grass,791.0,-3.0,8.0,,,unknown,58.0,1
36.0,outdoors,grass,419.0,0.0,8.0,,,unknown,58.0,1
49.0,outdoors,grass,61.0,-3.0,8.0,,,unknown,58.0,1
38.0,outdoors,grass,1440.0,0.0,8.0,,,unknown,58.0,1
36.0,outdoors,grass,900.0,-3.0,8.0,,,unknown,58.0,1
43.0,outdoors,grass,366.0,0.0,8.0,,,unknown,58.0,1
45.0,outdoors,grass,288.0,3.0,8.0,,,unknown,58.0,0
38.0,outdoors,grass,1794.0,0.0,6.0,,,unknown,76.0,1
34.0,outdoors,grass,1336.0,3.0,6.0,,,unknown,76.0,1
19.0,outdoors,grass,900.0,-6.0,6.0,,,unknown,76.0,1
40.0,outdoors,grass,835.0,3.0,6.0,,,unknown,76.0,1
20.0,outdoors,grass,1567.0,0.0,18.0,,,unknown,71.0,1
36.0,outdoors,grass,55.0,-4.0,18.0,,,unknown,71.0,1
24.0,outdoors,grass,48.0,14.0,18.0,,,unknown,71.0,1
48.0,outdoors,astroturf,1627.0,0.0,16.0,,,unknown,58.0,0
38.0,outdoors,astroturf,1399.0,0.0,16.0,,,unknown,58.0,1
27.0,outdoors,astroturf,183.0,-3.0,16.0,,,unknown,58.0,1
41.0,outdoors,astroturf,904.0,0.0,16.0,,,unknown,58.0,0
21.0,outdoors,astroturf,5.0,0.0,16.0,,,unknown,58.0,1
20.0,outdoors,grass,1689.0,0.0,0.0,,,unknown,50.0,1
53.0,outdoors,grass,900.0,3.0,0.0,,,unknown,50.0,0
50.0,outdoors,grass,108.0,-3.0,0.0,,,unknown,50.0,1
43.0,outdoors,astroturf,1790.0,0.0,6.0,,,unknown,68.0,0
45.0,outdoors,astroturf,1404.0,0.0,6.0,,,unknown,68.0,1
39.0,outdoors,astroturf,1094.0,3.0,6.0,,,unknown,68.0,1
31.0,outdoors,astroturf,1579.0,-6.0,6.0,,,unknown,68.0,1
18.0,outdoors,astroturf,900.0,-3.0,6.0,,,unknown,68.0,1
27.0,outdoors,astroturf,17.0,0.0,6.0,,,unknown,68.0,1
20.0,outdoors,grass,1163.0,-14.0,5.0,,,unknown,72.0,1
33.0,outdoors,grass,821.0,-11.0,5.0,,,unknown,72.0,1
41.0,outdoors,grass,468.0,1.0,5.0,,,unknown,72.0,1
45.0,outdoors,grass,86.0,-4.0,5.0,,,unknown,72.0,1
45.0,outdoors,grass,7.0,-8.0,5.0,,,unknown,72.0,1
39.0,outdoors,grass,1800.0,5.0,5.0,,,unknown,72.0,1
41.0,outdoors,grass,900.0,-8.0,5.0,,,unknown,72.0,1
34.0,outdoors,grass,805.0,5.0,5.0,,,unknown,72.0,1
53.0,outdoors,grass,346.0,-8.0,5.0,,,unknown,72.0,1
20.0,dome,astroturf,1135.0,7.0,,,,unknown,,1
49.0,dome,astroturf,783.0,10.0,,,,unknown,,1
29.0,dome,astroturf,517.0,13.0,,,,unknown,,1
30.0,dome,astroturf,29.0,16.0,,,,unknown,,1
49.0,dome,astroturf,1447.0,5.0,,,,unknown,,0
47.0,dome,astroturf,810.0,-1.0,,,,unknown,,1
26.0,dome,astroturf,103.0,-2.0,,,,unknown,,1
48.0,dome,astroturf,13.0,-1.0,,,,unknown,,1
25.0,outdoors,astroturf,1449.0,0.0,8.0,,,unknown,52.0,1
32.0,outdoors,astroturf,900.0,3.0,8.0,,,unknown,52.0,1
32.0,outdoors,astroturf,63.0,6.0,8.0,,,unknown,52.0,0
46.0,outdoors,grass,1629.0,0.0,14.0,,,unknown,51.0,1
28.0,outdoors,grass,900.0,4.0,14.0,,,unknown,51.0,1
40.0,outdoors,grass,858.0,-7.0,14.0,,,unknown,51.0,1
27.0,outdoors,grass,212.0,11.0,14.0,,,unknown,51.0,1
32.0,outdoors,grass,3.0,-14.0,14.0,,,unknown,51.0,0
41.0,outdoors,grass,658.0,-7.0,14.0,,,unknown,51.0,1
37.0,outdoors,astroturf,1265.0,-7.0,11.0,,,unknown,58.0,1
41.0,outdoors,astroturf,98.0,-11.0,11.0,,,unknown,58.0,0
43.0,outdoors,astroturf,734.0,11.0,11.0,,,unknown,58.0,1
42.0,outdoors,grass,1396.0,0.0,9.0,,,unknown,78.0,0
40.0,outdoors,grass,525.0,0.0,9.0,,,unknown,78.0,1
48.0,outdoors,grass,782.0,3.0,9.0,,,unknown,78.0,0
28.0,outdoors,grass,333.0,-3.0,9.0,,,unknown,78.0,1
41.0,outdoors,grass,3.0,0.0,9.0,,,unknown,78.0,1
19.0,dome,astroturf,35.0,-21.0,,,,unknown,,1
22.0,dome,astroturf,1744.0,18.0,,,,unknown,,1
49.0,dome,astroturf,1519.0,21.0,,,,unknown,,1
25.0,dome,astroturf,518.0,-31.0,,,,unknown,,1
24.0,dome,astroturf,1221.0,0.0,,,,unknown,,1
42.0,dome,astroturf,114.0,-10.0,,,,unknown,,0
42.0,dome,astroturf,1075.0,3.0,,,,unknown,,1
19.0,dome,astroturf,312.0,1.0,,,,unknown,,1
44.0,outdoors,grass,1460.0,0.0,12.0,,,unknown,79.0,1
42.0,outdoors,grass,900.0,3.0,12.0,,,unknown,79.0,0
36.0,outdoors,grass,750.0,-3.0,12.0,,,unknown,79.0,1
52.0,outdoors,grass,4.0,7.0,12.0,,,unknown,79.0,0
47.0,outdoors,astroturf,613.0,-7.0,6.0,,,unknown,53.0,0
51.0,outdoors,astroturf,460.0,7.0,6.0,,,unknown,53.0,1
25.0,outdoors,astroturf,3.0,10.0,6.0,,,unknown,53.0,1
40.0,dome,astroturf,1480.0,7.0,,,,unknown,,1
21.0,dome,astroturf,1212.0,10.0,,,,unknown,,1
42.0,dome,astroturf,22.0,20.0,,,,unknown,,1
50.0,dome,astroturf,5.0,-23.0,,,,unknown,,1
34.0,dome,astroturf,745.0,14.0,,,,unknown,,1
49.0,outdoors,grass,1800.0,0.0,12.0,,,unknown,66.0,1
43.0,outdoors,grass,1390.0,3.0,12.0,,,unknown,66.0,0
34.0,outdoors,grass,242.0,3.0,12.0,,,unknown,66.0,1
39.0,outdoors,grass,1312.0,6.0,12.0,,,unknown,66.0,0
44.0,outdoors,grass,900.0,-6.0,12.0,,,unknown,66.0,0
28.0,outdoors,grass,508.0,-6.0,12.0,,,unknown,66.0,1
22.0,dome,astroturf,116.0,21.0,,,,unknown,,1
32.0,dome,astroturf,18.0,-24.0,,,,unknown,,1
37.0,dome,astroturf,1662.0,21.0,,,,unknown,,0
47.0,dome,astroturf,1309.0,-14.0,,,,unknown,,1
28.0,dome,astroturf,1306.0,18.0,,,,unknown,,1
36.0,dome,astroturf,377.0,28.0,,,,unknown,,1
28.0,outdoors,grass,1260.0,7.0,25.0,,,unknown,53.0,1
40.0,outdoors,grass,900.0,-10.0,25.0,,,unknown,53.0,1
28.0,outdoors,grass,1800.0,-7.0,25.0,,,unknown,53.0,1
30.0,outdoors,grass,635.0,-4.0,25.0,,,unknown,53.0,1
59.0,outdoors,grass,105.0,-1.0,25.0,,,unknown,53.0,0
21.0,outdoors,grass,1800.0,0.0,15.0,,,unknown,55.0,1
29.0,outdoors,grass,437.0,4.0,15.0,,,unknown,55.0,1
30.0,outdoors,grass,25.0,-7.0,15.0,,,unknown,55.0,1
23.0,outdoors,grass,1791.0,-4.0,15.0,,,unknown,55.0,1
28.0,outdoors,grass,574.0,-14.0,8.0,,,unknown,78.0,1
46.0,outdoors,grass,119.0,25.0,8.0,,,unknown,78.0,1
37.0,outdoors,grass,1145.0,0.0,5.0,,,unknown,55.0,0
42.0,outdoors,grass,1668.0,7.0,5.0,,,unknown,55.0,0
25.0,outdoors,astroturf,1124.0,-7.0,14.0,,,unknown,54.0,1
41.0,outdoors,astroturf,900.0,4.0,14.0,,,unknown,54.0,1
25.0,outdoors,grass,1483.0,0.0,10.0,,,unknown,63.0,1
32.0,outdoors,grass,900.0,-3.0,10.0,,,unknown,63.0,1
37.0,outdoors,grass,1355.0,14.0,10.0,,,unknown,63.0,1
43.0,outdoors,grass,120.0,3.0,10.0,,,unknown,63.0,1
37.0,outdoors,grass,1621.0,0.0,12.0,,,unknown,75.0,1
53.0,outdoors,grass,900.0,-10.0,12.0,,,unknown,75.0,1
37.0,outdoors,grass,469.0,7.0,12.0,,,unknown,75.0,1
54.0,outdoors,grass,900.0,3.0,12.0,,,unknown,75.0,1
44.0,outdoors,grass,602.0,-6.0,12.0,,,unknown,75.0,1
42.0,outdoors,grass,59.0,-3.0,12.0,,,unknown,75.0,0
22.0,dome,astroturf,1530.0,-7.0,,,,unknown,,1
47.0,dome,astroturf,676.0,4.0,,,,unknown,,0
