kick_distance,roof,surface,half_seconds_remaining,score_differential,wind_speed_mph,wind_dir,humidity_pct,weather_type,temp_f,fg_made
48.0,outdoors,grass,569.0,-10.0,5.0,SSW,68.0,cloudy,76.0,0
53.0,outdoors,grass,1241.0,3.0,5.0,SSW,68.0,cloudy,76.0,0
38.0,outdoors,grass,858.0,-3.0,5.0,SSW,68.0,cloudy,76.0,1
40.0,outdoors,grass,209.0,7.0,5.0,SSW,68.0,cloudy,76.0,1
21.0,outdoors,fieldturf,1537.0,0.0,5.0,N,44.0,clear,71.0,1
41.0,outdoors,fieldturf,954.0,-3.0,5.0,N,44.0,clear,71.0,1
36.0,outdoors,fieldturf,864.0,6.0,5.0,N,44.0,clear,71.0,1
49.0,closed,fieldturf,1577.0,0.0,7.0,EAST,69.0,cloudy,80.0,1
49.0,closed,fieldturf,2.0,-5.0,7.0,EAST,69.0,cloudy,80.0,1
42.0,closed,fieldturf,684.0,16.0,7.0,EAST,69.0,cloudy,80.0,1
54.0,dome,astroturf,216.0,-7.0,14.0,ENE,70.0,cloudy,86.0,0
29.0,dome,astroturf,46.0,7.0,14.0,ENE,70.0,cloudy,86.0,1
38.0,dome,astroturf,1047.0,-10.0,14.0,ENE,70.0,cloudy,86.0,1
21.0,dome,astroturf,485.0,14.0,14.0,ENE,70.0,cloudy,86.0,1
47.0,outdoors,grass,1227.0,0.0,10.0,,14.0,clear,79.0,0
44.0,outdoors,grass,12.0,0.0,10.0,,14.0,clear,79.0,0
42.0,outdoors,grass,1352.0,0.0,10.0,,14.0,clear,79.0,0
25.0,outdoors,grass,20.0,-1.0,10.0,,14.0,clear,79.0,1
42.0,closed,fieldturf,1172.0,14.0,8.0,NORTHEAST,54.0,other,73.0,1
27.0,closed,fieldturf,970.0,17.0,8.0,NORTHEAST,54.0,other,73.0,1
33.0,closed,fieldturf,110.0,-19.0,8.0,NORTHEAST,54.0,other,73.0,1
41.0,closed,fieldturf,6.0,16.0,8.0,NORTHEAST,54.0,other,73.0,1
32.0,closed,fieldturf,481.0,12.0,8.0,NORTHEAST,54.0,other,73.0,1
46.0,closed,fieldturf,4.0,-2.0,8.0,NORTHEAST,54.0,other,73.0,1
32.0,closed,grass,978.0,0.0,15.0,N,95.0,rain,70.0,1
39.0,closed,grass,335.0,3.0,15.0,N,95.0,rain,70.0,1
44.0,closed,grass,3.0,-13.0,15.0,N,95.0,rain,70.0,1
47.0,closed,grass,1288.0,10.0,15.0,N,95.0,rain,70.0,1
35.0,closed,grass,890.0,-13.0,15.0,N,95.0,rain,70.0,1
45.0,closed,grass,497.0,-17.0,15.0,N,95.0,rain,70.0,1
20.0,closed,grass,227.0,14.0,15.0,N,95.0,rain,70.0,1
39.0,outdoors,grass,154.0,7.0,5.0,SOUTHEAST,68.0,cloudy,90.0,1
52.0,outdoors,grass,7.0,-10.0,5.0,SOUTHEAST,68.0,cloudy,90.0,1
45.0,outdoors,grass,1583.0,-7.0,5.0,SOUTHEAST,68.0,cloudy,90.0,1
33.0,outdoors,grass,378.0,7.0,17.0,NE,72.0,cloudy,85.0,1
23.0,outdoors,grass,120.0,-10.0,17.0,NE,72.0,cloudy,85.0,1
38.0,outdoors,grass,1337.0,0.0,8.0,NE,52.0,other,65.0,1
43.0,outdoors,grass,6.0,-11.0,8.0,NE,52.0,other,65.0,1
27.0,outdoors,grass,923.0,-15.0,8.0,NE,52.0,other,65.0,1
49.0,outdoors,grass,731.0,-7.0,5.0,,39.0,clear,64.0,1
58.0,outdoors,grass,286.0,-11.0,5.0,,39.0,clear,64.0,0
21.0,outdoors,grass,42.0,11.0,5.0,,39.0,clear,64.0,1
28.0,outdoors,grass,1383.0,-14.0,5.0,,39.0,clear,64.0,1
43.0,outdoors,grass,1246.0,-7.0,12.0,SOUTH,41.0,clear,66.0,1
57.0,outdoors,grass,3.0,-3.0,12.0,SOUTH,41.0,clear,66.0,0
35.0,outdoors,grass,996.0,17.0,12.0,SOUTH,41.0,clear,66.0,1
35.0,outdoors,grass,15.0,-14.0,5.0,WE,60.0,clear,72.0,1
51.0,outdoors,grass,5.0,11.0,5.0,WE,60.0,clear,72.0,1
49.0,outdoors,grass,101.0,0.0,5.0,WE,60.0,clear,72.0,1
41.0,dome,matrixturf,1391.0,8.0,9.0,WSW,61.0,clear,75.0,1
58.0,dome,matrixturf,1097.0,-11.0,9.0,WSW,61.0,clear,75.0,1
23.0,dome,matrixturf,151.0,0.0,9.0,WSW,61.0,clear,75.0,1
30.0,dome,matrixturf,3.0,-3.0,9.0,WSW,61.0,clear,75.0,1
58.0,dome,matrixturf,120.0,0.0,9.0,WSW,61.0,clear,75.0,1
38.0,outdoors,grass,1306.0,-7.0,12.0,NE,34.0,clear,62.0,1
30.0,outdoors,grass,1038.0,5.0,12.0,NE,34.0,clear,62.0,1
33.0,outdoors,grass,731.0,-8.0,12.0,NE,34.0,clear,62.0,1
21.0,closed,fieldturf,1445.0,0.0,13.0,E,31.0,clear,65.0,1
28.0,closed,fieldturf,73.0,6.0,13.0,E,31.0,clear,65.0,1
38.0,closed,fieldturf,28.0,9.0,13.0,E,31.0,clear,65.0,1
38.0,closed,fieldturf,1470.0,12.0,13.0,E,31.0,clear,65.0,1
44.0,closed,fieldturf,532.0,22.0,13.0,E,31.0,clear,65.0,1
51.0,outdoors,fieldturf,229.0,0.0,5.0,,57.0,other,70.0,0
25.0,outdoors,fieldturf,1516.0,0.0,5.0,,57.0,other,70.0,1
31.0,dome,grass,1566.0,0.0,,,,clear,99.0,1
28.0,dome,grass,4.0,-3.0,,,,clear,99.0,1
54.0,dome,grass,68.0,7.0,,,,clear,99.0,1
34.0,outdoors,grass,1180.0,7.0,12.0,SE,41.0,other,66.0,1
57.0,outdoors,grass,3.0,-17.0,12.0,SE,41.0,other,66.0,0
39.0,outdoors,grass,1494.0,-17.0,12.0,SE,41.0,other,66.0,1
37.0,outdoors,grass,467.0,-7.0,12.0,SE,41.0,other,66.0,1
50.0,outdoors,grass,127.0,4.0,12.0,SE,41.0,other,66.0,0
41.0,outdoors,fieldturf,1123.0,-7.0,7.0,NE,29.0,clear,61.0,1
46.0,outdoors,fieldturf,1433.0,18.0,7.0,NE,29.0,clear,61.0,1
25.0,outdoors,fieldturf,1072.0,-21.0,7.0,NE,29.0,clear,61.0,1
49.0,closed,grass,695.0,14.0,,,,other,,1
33.0,closed,grass,113.0,17.0,,,,other,,1
24.0,closed,grass,1097.0,-20.0,,,,other,,1
28.0,closed,grass,30.0,12.0,,,,other,,1
29.0,dome,matrixturf,1465.0,0.0,5.0,SW,60.0,other,77.0,1
24.0,dome,matrixturf,1171.0,3.0,5.0,SW,60.0,other,77.0,1
30.0,dome,matrixturf,495.0,-1.0,5.0,SW,60.0,other,77.0,1
22.0,dome,matrixturf,3.0,8.0,5.0,SW,60.0,other,77.0,1
41.0,dome,matrixturf,978.0,-11.0,5.0,SW,60.0,other,77.0,1
31.0,dome,matrixturf,663.0,8.0,5.0,SW,60.0,other,77.0,1
46.0,closed,fieldturf,1557.0,0.0,4.0,SOUTH,68.0,cloudy,79.0,0
35.0,closed,fieldturf,1067.0,-6.0,4.0,SOUTH,68.0,cloudy,79.0,1
29.0,closed,fieldturf,516.0,3.0,4.0,SOUTH,68.0,cloudy,79.0,1
36.0,closed,fieldturf,1502.0,13.0,4.0,SOUTH,68.0,cloudy,79.0,1
48.0,closed,fieldturf,821.0,16.0,4.0,SOUTH,68.0,cloudy,79.0,0
27.0,outdoors,grass,900.0,0.0,5.0,E,82.0,cloudy,76.0,1
48.0,outdoors,grass,458.0,-3.0,5.0,E,82.0,cloudy,76.0,1
42.0,outdoors,grass,171.0,0.0,5.0,E,82.0,cloudy,76.0,1
54.0,outdoors,grass,1424.0,3.0,5.0,E,82.0,cloudy,76.0,1
31.0,outdoors,grass,895.0,1.0,5.0,E,82.0,cloudy,76.0,1
25.0,outdoors,grass,188.0,4.0,5.0,E,82.0,cloudy,76.0,1
43.0,outdoors,fieldturf,1394.0,0.0,3.0,NNE,65.0,clear,63.0,1
42.0,outdoors,fieldturf,243.0,-2.0,3.0,NNE,65.0,clear,63.0,1
37.0,closed,grass,1411.0,0.0,,,,other,,1
54.0,closed,grass,1584.0,-4.0,,,,other,,1
24.0,closed,grass,1230.0,1.0,,,,other,,1
35.0,closed,grass,409.0,-3.0,,,,other,,1
39.0,closed,grass,4.0,0.0,,,,other,,1
52.0,dome,astroturf,1356.0,0.0,6.0,ESE,58.0,cloudy,86.0,1
33.0,dome,astroturf,857.0,-4.0,6.0,ESE,58.0,cloudy,86.0,1
45.0,dome,astroturf,274.0,-6.0,6.0,ESE,58.0,cloudy,86.0,1
35.0,dome,astroturf,1259.0,-3.0,6.0,ESE,58.0,cloudy,86.0,1
49.0,dome,astroturf,532.0,0.0,6.0,ESE,58.0,cloudy,86.0,1
34.0,dome,astroturf,35.0,-10.0,6.0,ESE,58.0,cloudy,86.0,1
33.0,outdoors,grass,1439.0,0.0,6.0,,69.0,cloudy,79.0,1
26.0,outdoors,grass,1497.0,-4.0,6.0,,69.0,cloudy,79.0,1
26.0,outdoors,grass,1464.0,0.0,8.0,SSE,84.0,cloudy,73.0,1
42.0,outdoors,grass,9.0,17.0,8.0,SSE,84.0,cloudy,73.0,0
42.0,outdoors,grass,1277.0,-17.0,8.0,SSE,84.0,cloudy,73.0,1
53.0,outdoors,astroturf,1392.0,0.0,16.0,SW,52.0,clear,79.0,0
30.0,outdoors,astroturf,193.0,-14.0,16.0,SW,52.0,clear,79.0,1
29.0,outdoors,grass,920.0,0.0,8.0,NE,81.0,cloudy,73.0,1
33.0,outdoors,grass,755.0,-3.0,8.0,NE,81.0,cloudy,73.0,1
23.0,outdoors,grass,479.0,0.0,8.0,NE,81.0,cloudy,73.0,1
41.0,outdoors,grass,1548.0,-3.0,8.0,NE,81.0,cloudy,73.0,0
32.0,outdoors,grass,991.0,10.0,8.0,NE,81.0,cloudy,73.0,1
25.0,outdoors,grass,685.0,-13.0,8.0,NE,81.0,cloudy,73.0,1
30.0,outdoors,grass,234.0,15.0,12.0,SE,75.0,cloudy,81.0,1
42.0,closed,fieldturf,523.0,7.0,6.0,SW,54.0,clear,79.0,1
41.0,closed,fieldturf,3.0,10.0,6.0,SW,54.0,clear,79.0,0
41.0,closed,fieldturf,129.0,26.0,6.0,SW,54.0,clear,79.0,1
52.0,outdoors,fieldturf,1488.0,0.0,2.0,SOUTH,72.0,cloudy,75.0,1
32.0,outdoors,fieldturf,966.0,3.0,2.0,SOUTH,72.0,cloudy,75.0,1
52.0,outdoors,fieldturf,815.0,-6.0,2.0,SOUTH,72.0,cloudy,75.0,1
55.0,outdoors,fieldturf,547.0,3.0,2.0,SOUTH,72.0,cloudy,75.0,0
42.0,outdoors,fieldturf,450.0,-3.0,2.0,SOUTH,72.0,cloudy,75.0,1
26.0,outdoors,fieldturf,6.0,7.0,2.0,SOUTH,72.0,cloudy,75.0,1
47.0,outdoors,fieldturf,1391.0,-10.0,2.0,SOUTH,72.0,cloudy,75.0,1
43.0,outdoors,grass,919.0,7.0,7.0,NE,39.0,cloudy,55.0,1
56.0,outdoors,grass,698.0,-10.0,7.0,NE,39.0,cloudy,55.0,1
35.0,outdoors,grass,900.0,15.0,7.0,NE,39.0,cloudy,55.0,1
39.0,dome,sportturf,1608.0,0.0,,,,other,,1
31.0,dome,sportturf,1264.0,3.0,,,,other,,1
30.0,dome,sportturf,202.0,-8.0,,,,other,,1
41.0,dome,sportturf,105.0,5.0,,,,other,,1
49.0,dome,sportturf,1519.0,8.0,,,,other,,0
51.0,dome,sportturf,1442.0,-8.0,,,,other,,1
54.0,dome,sportturf,396.0,-5.0,,,,other,,1
55.0,dome,sportturf,108.0,-2.0,,,,other,,1
42.0,outdoors,grass,648.0,-7.0,18.0,S,64.0,clear,73.0,1
30.0,outdoors,grass,73.0,11.0,18.0,S,64.0,clear,73.0,1
27.0,outdoors,grass,469.0,14.0,8.0,N,48.0,clear,68.0,1
42.0,outdoors,grass,250.0,17.0,8.0,N,48.0,clear,68.0,0
23.0,outdoors,grass,461.0,-7.0,9.0,S,46.0,clear,53.0,1
48.0,outdoors,grass,360.0,11.0,9.0,S,46.0,clear,53.0,1
54.0,outdoors,grass,691.0,-7.0,5.0,NE,45.0,clear,65.0,0
43.0,outdoors,grass,5.0,-14.0,5.0,NE,45.0,clear,65.0,1
46.0,outdoors,grass,321.0,18.0,5.0,NE,45.0,clear,65.0,1
54.0,dome,grass,1208.0,-7.0,5.0,E,6.0,clear,91.0,1
39.0,dome,grass,583.0,-11.0,5.0,E,6.0,clear,91.0,1
34.0,dome,grass,257.0,8.0,5.0,E,6.0,clear,91.0,1
25.0,dome,grass,1421.0,-4.0,5.0,E,6.0,clear,91.0,1
37.0,closed,fieldturf,5.0,14.0,14.0,NNE,46.0,clear,73.0,1
44.0,closed,fieldturf,945.0,24.0,14.0,NNE,46.0,clear,73.0,1
40.0,outdoors,fieldturf,1188.0,-7.0,6.0,SW,55.0,cloudy,64.0,1
26.0,outdoors,fieldturf,384.0,-3.0,6.0,SW,55.0,cloudy,64.0,1
38.0,outdoors,fieldturf,19.0,-7.0,6.0,SW,55.0,cloudy,64.0,1
32.0,outdoors,fieldturf,1586.0,-4.0,6.0,SW,55.0,cloudy,64.0,1
54.0,outdoors,fieldturf,855.0,8.0,6.0,SW,55.0,cloudy,64.0,1
54.0,outdoors,fieldturf,708.0,-11.0,6.0,SW,55.0,cloudy,64.0,1
36.0,outdoors,fieldturf,393.0,-2.0,6.0,SW,55.0,cloudy,64.0,1
53.0,outdoors,fieldturf,193.0,-1.0,6.0,SW,55.0,cloudy,64.0,1
27.0,outdoors,grass,568.0,-7.0,10.0,,54.0,cloudy,52.0,1
21.0,outdoors,grass,230.0,4.0,10.0,,54.0,cloudy,52.0,1
30.0,outdoors,grass,10.0,7.0,10.0,,54.0,cloudy,52.0,1
44.0,outdoors,grass,960.0,10.0,10.0,,54.0,cloudy,52.0,1
30.0,outdoors,grass,231.0,13.0,10.0,,54.0,cloudy,52.0,1
48.0,outdoors,grass,1304.0,0.0,6.0,S,58.0,cloudy,64.0,0
35.0,outdoors,grass,1066.0,0.0,6.0,S,58.0,cloudy,64.0,1
32.0,outdoors,grass,230.0,4.0,6.0,S,58.0,cloudy,64.0,1
20.0,outdoors,grass,6.0,0.0,6.0,S,58.0,cloudy,64.0,1
40.0,outdoors,grass,1114.0,11.0,6.0,S,58.0,cloudy,64.0,1
50.0,outdoors,grass,878.0,-14.0,6.0,S,58.0,cloudy,64.0,1
46.0,outdoors,grass,565.0,11.0,6.0,S,58.0,cloudy,64.0,1
30.0,outdoors,grass,110.0,8.0,6.0,S,58.0,cloudy,64.0,1
30.0,outdoors,grass,12.0,-11.0,6.0,S,58.0,cloudy,64.0,1
44.0,outdoors,grass,299.0,-14.0,6.0,NNE,87.0,cloudy,75.0,0
53.0,outdoors,grass,101.0,14.0,6.0,NNE,87.0,cloudy,75.0,1
47.0,outdoors,grass,1004.0,3.0,6.0,NNE,87.0,cloudy,75.0,0
26.0,outdoors,grass,164.0,4.0,6.0,NNE,87.0,cloudy,75.0,1
31.0,closed,grass,765.0,7.0,2.0,EAST,68.0,clear,72.0,1
50.0,closed,grass,530.0,-10.0,2.0,EAST,68.0,clear,72.0,1
28.0,closed,grass,30.0,-14.0,2.0,EAST,68.0,clear,72.0,1
55.0,closed,grass,1349.0,4.0,2.0,EAST,68.0,clear,72.0,0
25.0,closed,grass,1233.0,-4.0,2.0,EAST,68.0,clear,72.0,1
23.0,outdoors,astroturf,1511.0,0.0,14.0,SOUTH,39.0,clear,73.0,1
39.0,outdoors,astroturf,918.0,3.0,14.0,SOUTH,39.0,clear,73.0,1
43.0,outdoors,astroturf,576.0,-6.0,14.0,SOUTH,39.0,clear,73.0,1
35.0,dome,matrixturf,895.0,-7.0,3.0,WSW,41.0,clear,86.0,1
32.0,dome,matrixturf,236.0,4.0,3.0,WSW,41.0,clear,86.0,1
37.0,dome,matrixturf,4.0,-7.0,3.0,WSW,41.0,clear,86.0,1
27.0,dome,matrixturf,855.0,-4.0,3.0,WSW,41.0,clear,86.0,1
35.0,outdoors,grass,959.0,-6.0,12.0,NNW,30.0,clear,84.0,1
41.0,outdoors,grass,1058.0,-7.0,13.0,ESE,71.0,cloudy,86.0,1
55.0,outdoors,grass,911.0,4.0,13.0,ESE,71.0,cloudy,86.0,1
29.0,outdoors,grass,688.0,-7.0,13.0,ESE,71.0,cloudy,86.0,1
45.0,outdoors,grass,29.0,-4.0,13.0,ESE,71.0,cloudy,86.0,1
43.0,outdoors,grass,1152.0,-8.0,13.0,ESE,71.0,cloudy,86.0,1
29.0,outdoors,grass,515.0,-5.0,13.0,ESE,71.0,cloudy,86.0,1
26.0,outdoors,fieldturf,424.0,-7.0,8.0,NNE,57.0,cloudy,64.0,1
47.0,outdoors,fieldturf,8.0,11.0,8.0,NNE,57.0,cloudy,64.0,1
43.0,outdoors,grass,518.0,-7.0,3.0,N,32.0,clear,73.0,1
38.0,closed,fieldturf,961.0,-7.0,,,,other,72.0,1
39.0,closed,fieldturf,550.0,-4.0,,,,other,72.0,1
46.0,closed,fieldturf,1643.0,-13.0,,,,other,72.0,1
31.0,closed,fieldturf,892.0,-10.0,,,,other,72.0,1
22.0,closed,fieldturf,74.0,7.0,,,,other,72.0,1
54.0,closed,fieldturf,9.0,-10.0,,,,other,72.0,1
46.0,outdoors,grass,1544.0,0.0,3.0,ESE,92.0,cloudy,69.0,1
61.0,outdoors,grass,2.0,17.0,3.0,ESE,92.0,cloudy,69.0,0
39.0,outdoors,grass,1060.0,17.0,3.0,ESE,92.0,cloudy,69.0,1
38.0,outdoors,grass,37.0,-27.0,3.0,ESE,92.0,cloudy,69.0,1
24.0,outdoors,grass,1527.0,0.0,16.0,NNE,67.0,clear,64.0,1
32.0,outdoors,grass,618.0,-3.0,16.0,NNE,67.0,clear,64.0,1
36.0,outdoors,grass,17.0,7.0,16.0,NNE,67.0,clear,64.0,1
37.0,outdoors,grass,1142.0,-10.0,16.0,NNE,67.0,clear,64.0,1
25.0,outdoors,grass,174.0,-9.0,16.0,NNE,67.0,clear,64.0,1
46.0,outdoors,grass,25.0,6.0,16.0,NNE,67.0,clear,64.0,1
36.0,closed,grass,851.0,0.0,6.0,SSW,84.0,cloudy,86.0,1
24.0,closed,grass,37.0,-3.0,6.0,SSW,84.0,cloudy,86.0,0
49.0,closed,grass,4.0,-3.0,6.0,SSW,84.0,cloudy,86.0,0
33.0,closed,grass,1598.0,3.0,6.0,SSW,84.0,cloudy,86.0,1
46.0,closed,grass,452.0,6.0,6.0,SSW,84.0,cloudy,86.0,1
48.0,dome,astroturf,901.0,-6.0,7.0,WSW,51.0,clear,88.0,1
53.0,dome,astroturf,1197.0,-10.0,7.0,WSW,51.0,clear,88.0,1
50.0,dome,astroturf,5.0,0.0,7.0,WSW,51.0,clear,88.0,0
36.0,dome,astroturf,311.0,0.0,7.0,WSW,51.0,clear,88.0,1
48.0,outdoors,grass,3.0,-13.0,2.0,SSE,82.0,cloudy,69.0,1
28.0,outdoors,grass,1328.0,10.0,2.0,SSE,82.0,cloudy,69.0,1
38.0,outdoors,astroturf,1309.0,0.0,16.0,SSE,57.0,clear,80.0,1
32.0,outdoors,astroturf,32.0,-3.0,16.0,SSE,57.0,clear,80.0,1
43.0,outdoors,astroturf,399.0,6.0,16.0,SSE,57.0,clear,80.0,1
26.0,outdoors,grass,124.0,14.0,6.0,W,41.0,clear,73.0,1
50.0,outdoors,grass,43.0,17.0,6.0,W,41.0,clear,73.0,1
29.0,outdoors,grass,5.0,20.0,6.0,W,41.0,clear,73.0,1
37.0,outdoors,grass,951.0,-23.0,6.0,W,41.0,clear,73.0,1
31.0,outdoors,grass,525.0,20.0,6.0,W,41.0,clear,73.0,1
49.0,outdoors,grass,357.0,23.0,6.0,W,41.0,clear,73.0,1
52.0,outdoors,fieldturf,519.0,7.0,10.0,SSE,90.0,rain,54.0,1
46.0,outdoors,fieldturf,15.0,10.0,10.0,SSE,90.0,rain,54.0,1
24.0,closed,fieldturf,1583.0,0.0,11.0,SSW,31.0,clear,95.0,1
55.0,closed,fieldturf,815.0,11.0,11.0,SSW,31.0,clear,95.0,1
50.0,closed,fieldturf,56.0,0.0,11.0,SSW,31.0,clear,95.0,1
54.0,closed,fieldturf,1470.0,-4.0,11.0,SSW,31.0,clear,95.0,1
28.0,closed,fieldturf,672.0,-8.0,11.0,SSW,31.0,clear,95.0,1
40.0,closed,fieldturf,120.0,-3.0,11.0,SSW,31.0,clear,95.0,1
34.0,closed,fieldturf,3.0,0.0,11.0,SSW,31.0,clear,95.0,1
41.0,outdoors,grass,120.0,0.0,4.0,,89.0,cloudy,70.0,1
57.0,outdoors,grass,203.0,-2.0,4.0,,89.0,cloudy,70.0,0
39.0,outdoors,grass,1492.0,0.0,7.0,SE,74.0,clear,57.0,1
35.0,outdoors,grass,428.0,10.0,7.0,SE,74.0,clear,57.0,1
46.0,outdoors,grass,1449.0,-1.0,7.0,SE,74.0,clear,57.0,1
47.0,outdoors,grass,638.0,-2.0,7.0,SE,74.0,clear,57.0,1
25.0,outdoors,grass,292.0,-1.0,7.0,SE,74.0,clear,57.0,1
38.0,outdoors,grass,77.0,-2.0,7.0,SE,74.0,clear,57.0,1
34.0,closed,fieldturf,13.0,-21.0,5.0,NNE,69.0,clear,64.0,1
58.0,closed,fieldturf,1248.0,-25.0,5.0,NNE,69.0,clear,64.0,0
26.0,closed,fieldturf,538.0,25.0,5.0,NNE,69.0,clear,64.0,1
50.0,dome,sportturf,1088.0,7.0,11.0,EAST,56.0,other,32.0,1
21.0,dome,sportturf,5.0,17.0,11.0,EAST,56.0,other,32.0,1
47.0,dome,sportturf,1550.0,20.0,11.0,EAST,56.0,other,32.0,1
43.0,dome,sportturf,432.0,23.0,11.0,EAST,56.0,other,32.0,1
46.0,outdoors,grass,732.0,14.0,7.0,SE,52.0,clear,61.0,1
52.0,outdoors,grass,0.0,-17.0,7.0,SE,52.0,clear,61.0,0
55.0,outdoors,grass,606.0,10.0,7.0,SE,52.0,clear,61.0,1
46.0,outdoors,grass,437.0,13.0,7.0,SE,52.0,clear,61.0,1
21.0,outdoors,grass,1211.0,-7.0,6.0,NNE,44.0,clear,63.0,1
31.0,outdoors,grass,492.0,4.0,6.0,NNE,44.0,clear,63.0,1
20.0,outdoors,grass,123.0,-7.0,6.0,NNE,44.0,clear,63.0,1
55.0,outdoors,grass,7.0,4.0,6.0,NNE,44.0,clear,63.0,1
54.0,outdoors,grass,1279.0,-7.0,6.0,NNE,44.0,clear,63.0,0
31.0,outdoors,grass,563.0,7.0,6.0,NNE,44.0,clear,63.0,1
48.0,outdoors,grass,471.0,-10.0,6.0,NNE,44.0,clear,63.0,1
47.0,closed,fieldturf,489.0,14.0,16.0,SSW,58.0,cloudy,57.0,1
55.0,closed,fieldturf,1117.0,3.0,16.0,SSW,58.0,cloudy,57.0,1
48.0,closed,fieldturf,486.0,-1.0,16.0,SSW,58.0,cloudy,57.0,0
40.0,closed,fieldturf,247.0,1.0,16.0,SSW,58.0,cloudy,57.0,1
35.0,outdoors,grass,1538.0,0.0,9.0,,43.0,clear,61.0,1
45.0,outdoors,grass,1687.0,0.0,7.0,ESE,45.0,clear,58.0,1
44.0,outdoors,grass,1390.0,3.0,7.0,ESE,45.0,clear,58.0,1
27.0,outdoors,grass,737.0,6.0,7.0,ESE,45.0,clear,58.0,1
41.0,outdoors,grass,324.0,-9.0,7.0,ESE,45.0,clear,58.0,1
52.0,outdoors,grass,24.0,6.0,7.0,ESE,45.0,clear,58.0,1
20.0,outdoors,grass,1114.0,9.0,7.0,ESE,45.0,clear,58.0,1
54.0,outdoors,grass,942.0,12.0,7.0,ESE,45.0,clear,58.0,1
38.0,outdoors,grass,207.0,-9.0,7.0,ESE,45.0,clear,58.0,1
31.0,outdoors,grass,1014.0,-7.0,10.0,E,78.0,cloudy,78.0,1
57.0,outdoors,grass,678.0,11.0,10.0,E,78.0,cloudy,78.0,0
32.0,outdoors,grass,487.0,-11.0,10.0,E,78.0,cloudy,78.0,0
31.0,outdoors,grass,117.0,11.0,10.0,E,78.0,cloudy,78.0,1
41.0,outdoors,grass,496.0,21.0,10.0,E,78.0,cloudy,78.0,1
39.0,outdoors,grass,1531.0,0.0,12.0,ENE,48.0,cloudy,88.0,1
50.0,outdoors,grass,1639.0,18.0,12.0,ENE,48.0,cloudy,88.0,1
38.0,outdoors,grass,3.0,-14.0,10.0,SOUTH,58.0,cloudy,61.0,1
27.0,outdoors,grass,1437.0,11.0,10.0,SOUTH,58.0,cloudy,61.0,0
37.0,outdoors,grass,858.0,-2.0,10.0,SOUTH,58.0,cloudy,61.0,0
48.0,outdoors,astroturf,1247.0,0.0,6.0,NE,92.0,rain,51.0,1
52.0,outdoors,astroturf,1.0,-3.0,6.0,NE,92.0,rain,51.0,0
37.0,outdoors,astroturf,551.0,10.0,6.0,NE,92.0,rain,51.0,1
30.0,outdoors,astroturf,120.0,6.0,6.0,NE,92.0,rain,51.0,1
42.0,outdoors,grass,1631.0,-15.0,10.0,NW,22.0,clear,86.0,1
49.0,outdoors,grass,332.0,12.0,10.0,NW,22.0,clear,86.0,1
24.0,outdoors,grass,1134.0,21.0,15.0,ENE,66.0,cloudy,85.0,1
55.0,outdoors,grass,970.0,-24.0,15.0,ENE,66.0,cloudy,85.0,0
47.0,outdoors,fieldturf,1439.0,0.0,0.0,CALM,48.0,cloudy,62.0,0
33.0,outdoors,fieldturf,1107.0,0.0,0.0,CALM,48.0,cloudy,62.0,1
35.0,outdoors,fieldturf,653.0,-10.0,0.0,CALM,48.0,cloudy,62.0,1
20.0,outdoors,fieldturf,378.0,7.0,0.0,CALM,48.0,cloudy,62.0,1
28.0,outdoors,fieldturf,539.0,-3.0,0.0,CALM,48.0,cloudy,62.0,1
29.0,outdoors,fieldturf,1430.0,0.0,8.0,NE,52.0,cloudy,52.0,1
45.0,outdoors,fieldturf,1275.0,-3.0,8.0,NE,52.0,cloudy,52.0,0
53.0,outdoors,fieldturf,167.0,-10.0,8.0,NE,52.0,cloudy,52.0,1
48.0,outdoors,fieldturf,2.0,-7.0,8.0,NE,52.0,cloudy,52.0,1
46.0,outdoors,fieldturf,1539.0,-4.0,8.0,NE,52.0,cloudy,52.0,1
37.0,outdoors,fieldturf,1002.0,-1.0,8.0,NE,52.0,cloudy,52.0,1
37.0,outdoors,fieldturf,743.0,2.0,8.0,NE,52.0,cloudy,52.0,0
29.0,outdoors,fieldturf,364.0,2.0,8.0,NE,52.0,cloudy,52.0,1
40.0,outdoors,fieldturf,120.0,5.0,8.0,NE,52.0,cloudy,52.0,1
43.0,dome,astroturf,1019.0,-7.0,8.0,N,92.0,cloudy,63.0,1
41.0,dome,astroturf,1168.0,4.0,8.0,N,92.0,cloudy,63.0,1
43.0,dome,astroturf,479.0,0.0,8.0,N,92.0,cloudy,63.0,1
65.0,dome,astroturf,120.0,-3.0,8.0,N,92.0,cloudy,63.0,0
42.0,dome,matrixturf,858.0,-7.0,6.0,SSE,16.0,cloudy,71.0,1
22.0,dome,matrixturf,299.0,4.0,6.0,SSE,16.0,cloudy,71.0,1
48.0,dome,matrixturf,770.0,21.0,6.0,SSE,16.0,cloudy,71.0,0
43.0,outdoors,grass,985.0,-7.0,8.0,NE,77.0,cloudy,48.0,1
37.0,outdoors,grass,674.0,4.0,8.0,NE,77.0,cloudy,48.0,1
23.0,outdoors,grass,1072.0,0.0,8.0,NE,77.0,cloudy,48.0,1
45.0,outdoors,grass,1018.0,-9.0,5.0,N,90.0,cloudy,46.0,1
30.0,outdoors,grass,807.0,19.0,5.0,N,90.0,cloudy,46.0,1
